airline,source_city,destination_city,departure_time,arrival_time,stops,class,days_before_departure,duration_hours,fare_inr
IndiGo,Pune,Goa,Morning (06-12),Morning (06-12),non-stop,Economy,3,1.7,7627
SpiceJet,Hyderabad,Pune,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,18,1.9,3677
Air India,Ahmedabad,Hyderabad,Morning (06-12),Morning (06-12),1 stop,Economy,42,3.0,7710
IndiGo,Bangalore,Mumbai,Night (21-00),Early Morning (00-06),1 stop,Business,88,3.2,7198
AirAsia India,Delhi,Jaipur,Evening (18-21),Evening (18-21),non-stop,Economy,55,0.8,3887
AirAsia India,Goa,Mumbai,Early Morning (00-06),Early Morning (00-06),non-stop,Business,43,2.0,7662
AirAsia India,Pune,Bangalore,Evening (18-21),Night (21-00),1 stop,Economy,76,2.9,4559
Air India,Goa,Bangalore,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,2,1.0,6221
IndiGo,Jaipur,Hyderabad,Night (21-00),Night (21-00),non-stop,Economy,45,1.7,5608
AirAsia India,Mumbai,Ahmedabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,7,1.9,4768
SpiceJet,Chennai,Ahmedabad,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,64,2.9,4769
GoFirst,Delhi,Bangalore,Evening (18-21),Evening (18-21),non-stop,Economy,74,1.2,5523
Vistara,Jaipur,Mumbai,Night (21-00),Night (21-00),non-stop,Business,33,1.6,10698
SpiceJet,Jaipur,Pune,Night (21-00),Early Morning (00-06),1 stop,Business,9,2.6,7695
AirAsia India,Jaipur,Pune,Evening (18-21),Evening (18-21),non-stop,Business,34,1.3,10099
AirAsia India,Chennai,Mumbai,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,36,3.0,4285
Air India,Hyderabad,Kolkata,Evening (18-21),Night (21-00),1 stop,Economy,76,3.3,7441
Air India,Chennai,Mumbai,Morning (06-12),Morning (06-12),non-stop,Economy,39,1.9,7961
Vistara,Hyderabad,Ahmedabad,Early Morning (00-06),Morning (06-12),2+ stops,Business,33,4.7,9545
AirAsia India,Hyderabad,Delhi,Night (21-00),Night (21-00),non-stop,Economy,28,1.8,5284
SpiceJet,Delhi,Mumbai,Morning (06-12),Morning (06-12),non-stop,Economy,42,2.1,6588
IndiGo,Jaipur,Ahmedabad,Night (21-00),Night (21-00),1 stop,Economy,70,2.4,4737
GoFirst,Delhi,Chennai,Evening (18-21),Night (21-00),2+ stops,Business,9,4.5,8396
Air India,Goa,Kolkata,Morning (06-12),Morning (06-12),1 stop,Economy,16,2.7,7712
Air India,Chennai,Jaipur,Morning (06-12),Afternoon (12-18),2+ stops,Economy,38,5.5,8738
Vistara,Hyderabad,Kolkata,Morning (06-12),Morning (06-12),non-stop,Economy,26,1.7,9606
Air India,Pune,Hyderabad,Night (21-00),Night (21-00),1 stop,Economy,90,1.9,5556
SpiceJet,Bangalore,Delhi,Night (21-00),Early Morning (00-06),1 stop,Economy,75,2.8,4593
AirAsia India,Jaipur,Bangalore,Morning (06-12),Morning (06-12),non-stop,Economy,47,2.5,8112
IndiGo,Bangalore,Goa,Night (21-00),Night (21-00),1 stop,Economy,72,2.3,3942
AirAsia India,Kolkata,Jaipur,Morning (06-12),Morning (06-12),non-stop,Economy,74,1.4,5063
Air India,Kolkata,Delhi,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,67,3.6,7194
AirAsia India,Mumbai,Delhi,Morning (06-12),Morning (06-12),non-stop,Economy,82,1.7,6358
SpiceJet,Ahmedabad,Jaipur,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,81,1.1,4382
IndiGo,Chennai,Kolkata,Afternoon (12-18),Evening (18-21),2+ stops,Economy,75,5.1,5768
Vistara,Ahmedabad,Kolkata,Evening (18-21),Night (21-00),1 stop,Economy,52,3.3,7632
GoFirst,Jaipur,Hyderabad,Evening (18-21),Evening (18-21),non-stop,Economy,26,1.6,6329
Vistara,Goa,Bangalore,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,28,0.8,7056
AirAsia India,Goa,Jaipur,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,15,3.2,4422
AirAsia India,Mumbai,Delhi,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,12,2.1,6512
SpiceJet,Chennai,Delhi,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,30,3.0,5175
Vistara,Pune,Delhi,Night (21-00),Early Morning (00-06),1 stop,Economy,46,3.9,7808
IndiGo,Kolkata,Goa,Evening (18-21),Night (21-00),1 stop,Economy,66,3.3,5228
IndiGo,Jaipur,Mumbai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,89,1.3,5128
GoFirst,Hyderabad,Delhi,Afternoon (12-18),Afternoon (12-18),non-stop,Business,82,1.6,9693
Air India,Delhi,Ahmedabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,5,1.3,7180
GoFirst,Bangalore,Kolkata,Evening (18-21),Night (21-00),1 stop,Economy,73,4.0,6677
Air India,Pune,Ahmedabad,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,28,3.1,6720
Air India,Bangalore,Goa,Night (21-00),Night (21-00),1 stop,Economy,43,2.5,6185
Vistara,Bangalore,Goa,Morning (06-12),Morning (06-12),non-stop,Economy,75,0.8,7047
Vistara,Chennai,Hyderabad,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,64,2.4,6160
IndiGo,Delhi,Mumbai,Early Morning (00-06),Early Morning (00-06),non-stop,Business,19,1.6,8945
Air India,Delhi,Bangalore,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,79,1.8,6439
AirAsia India,Ahmedabad,Pune,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,74,1.3,4731
Vistara,Pune,Hyderabad,Night (21-00),Night (21-00),1 stop,Economy,63,2.5,6700
IndiGo,Pune,Ahmedabad,Evening (18-21),Evening (18-21),non-stop,Economy,19,1.1,6260
IndiGo,Jaipur,Hyderabad,Evening (18-21),Night (21-00),1 stop,Economy,10,3.4,6077
Air India,Kolkata,Ahmedabad,Early Morning (00-06),Morning (06-12),2+ stops,Economy,78,4.5,6379
Vistara,Pune,Goa,Morning (06-12),Morning (06-12),1 stop,Business,28,3.0,12196
Air India,Chennai,Hyderabad,Night (21-00),Early Morning (00-06),2+ stops,Economy,9,4.0,5809
Vistara,Kolkata,Jaipur,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,16,1.4,7519
Air India,Mumbai,Ahmedabad,Morning (06-12),Morning (06-12),1 stop,Economy,23,3.3,7356
IndiGo,Jaipur,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Business,21,1.3,8008
IndiGo,Bangalore,Jaipur,Night (21-00),Early Morning (00-06),non-stop,Economy,83,2.7,6567
AirAsia India,Bangalore,Pune,Evening (18-21),Evening (18-21),non-stop,Economy,38,1.6,4915
SpiceJet,Jaipur,Chennai,Afternoon (12-18),Evening (18-21),1 stop,Economy,88,4.4,6414
Air India,Bangalore,Jaipur,Morning (06-12),Afternoon (12-18),2+ stops,Economy,82,5.7,8000
IndiGo,Hyderabad,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,2,2.4,5192
Air India,Ahmedabad,Bangalore,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,61,3.0,6725
Vistara,Jaipur,Chennai,Afternoon (12-18),Evening (18-21),1 stop,Economy,83,4.0,8755
Air India,Kolkata,Delhi,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,71,1.8,7109
Air India,Jaipur,Pune,Night (21-00),Early Morning (00-06),1 stop,Economy,27,3.3,6609
Vistara,Pune,Goa,Night (21-00),Night (21-00),non-stop,Economy,86,1.6,7043
Air India,Hyderabad,Delhi,Morning (06-12),Morning (06-12),1 stop,Economy,10,2.9,8376
Vistara,Jaipur,Bangalore,Morning (06-12),Morning (06-12),1 stop,Business,78,3.9,16929
AirAsia India,Pune,Delhi,Evening (18-21),Night (21-00),1 stop,Business,50,3.5,10591
SpiceJet,Delhi,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,11,3.1,5703
AirAsia India,Kolkata,Jaipur,Night (21-00),Night (21-00),non-stop,Economy,78,1.6,4602
Air India,Hyderabad,Mumbai,Morning (06-12),Morning (06-12),non-stop,Business,30,1.7,12572
IndiGo,Delhi,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,33,2.3,5689
IndiGo,Delhi,Jaipur,Early Morning (00-06),Early Morning (00-06),2+ stops,Business,69,3.4,4386
IndiGo,Jaipur,Delhi,Morning (06-12),Morning (06-12),2+ stops,Economy,60,3.4,3973
IndiGo,Ahmedabad,Delhi,Evening (18-21),Evening (18-21),non-stop,Economy,49,1.3,6241
Vistara,Delhi,Bangalore,Night (21-00),Early Morning (00-06),2+ stops,Economy,80,4.2,6703
IndiGo,Kolkata,Delhi,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,51,1.7,5389
Air India,Jaipur,Bangalore,Night (21-00),Early Morning (00-06),non-stop,Business,80,2.8,13705
Vistara,Hyderabad,Pune,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,22,2.5,6392
SpiceJet,Chennai,Delhi,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,26,3.0,4983
IndiGo,Goa,Kolkata,Morning (06-12),Morning (06-12),non-stop,Economy,44,1.7,6259
IndiGo,Ahmedabad,Kolkata,Night (21-00),Early Morning (00-06),1 stop,Economy,61,3.0,4725
Air India,Ahmedabad,Goa,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,13,1.4,6908
GoFirst,Kolkata,Jaipur,Morning (06-12),Morning (06-12),1 stop,Economy,75,3.0,5376
SpiceJet,Delhi,Ahmedabad,Night (21-00),Night (21-00),non-stop,Economy,78,1.4,4804
SpiceJet,Delhi,Pune,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,12,1.6,6836
GoFirst,Hyderabad,Chennai,Afternoon (12-18),Evening (18-21),2+ stops,Economy,17,3.9,4171
GoFirst,Delhi,Kolkata,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,52,3.2,5635
Air India,Ahmedabad,Chennai,Evening (18-21),Evening (18-21),non-stop,Economy,51,1.7,8090
Vistara,Bangalore,Jaipur,Morning (06-12),Morning (06-12),non-stop,Economy,58,2.7,10735
GoFirst,Jaipur,Delhi,Evening (18-21),Evening (18-21),non-stop,Economy,4,0.8,4105
IndiGo,Kolkata,Bangalore,Night (21-00),Early Morning (00-06),1 stop,Economy,43,4.2,6295
Air India,Bangalore,Pune,Afternoon (12-18),Evening (18-21),2+ stops,Business,60,4.3,8713
SpiceJet,Delhi,Pune,Early Morning (00-06),Early Morning (00-06),1 stop,Business,39,3.7,8371
AirAsia India,Jaipur,Delhi,Night (21-00),Night (21-00),1 stop,Economy,41,1.9,3636
Air India,Hyderabad,Mumbai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,13,1.3,7057
GoFirst,Ahmedabad,Bangalore,Night (21-00),Early Morning (00-06),1 stop,Economy,86,2.7,4759
Vistara,Mumbai,Jaipur,Night (21-00),Night (21-00),non-stop,Business,72,1.5,9545
GoFirst,Delhi,Goa,Night (21-00),Early Morning (00-06),1 stop,Economy,1,3.9,7273
Air India,Delhi,Mumbai,Evening (18-21),Night (21-00),non-stop,Economy,90,2.2,7840
Vistara,Goa,Delhi,Morning (06-12),Morning (06-12),1 stop,Economy,90,4.8,9618
Air India,Bangalore,Mumbai,Early Morning (00-06),Early Morning (00-06),non-stop,Business,2,1.4,11245
SpiceJet,Jaipur,Kolkata,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,85,2.8,5134
Air India,Chennai,Goa,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,20,1.5,6318
SpiceJet,Pune,Bangalore,Morning (06-12),Morning (06-12),non-stop,Economy,8,0.9,5766
IndiGo,Delhi,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,37,3.0,5757
GoFirst,Ahmedabad,Jaipur,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,19,2.5,4301
IndiGo,Goa,Hyderabad,Afternoon (12-18),Evening (18-21),2+ stops,Economy,59,4.6,5394
GoFirst,Kolkata,Goa,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,45,1.7,4734
SpiceJet,Delhi,Mumbai,Evening (18-21),Night (21-00),non-stop,Business,59,2.0,11812
SpiceJet,Goa,Jaipur,Morning (06-12),Morning (06-12),non-stop,Economy,82,1.3,5865
Air India,Jaipur,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,63,1.3,6386
GoFirst,Delhi,Kolkata,Afternoon (12-18),Afternoon (12-18),non-stop,Business,5,1.9,13099
IndiGo,Jaipur,Kolkata,Morning (06-12),Morning (06-12),non-stop,Economy,82,1.5,6039
Vistara,Delhi,Jaipur,Morning (06-12),Morning (06-12),2+ stops,Business,67,3.4,6815
GoFirst,Pune,Kolkata,Morning (06-12),Morning (06-12),1 stop,Economy,55,3.7,7117
IndiGo,Pune,Kolkata,Evening (18-21),Night (21-00),1 stop,Economy,50,4.0,6787
IndiGo,Hyderabad,Kolkata,Night (21-00),Early Morning (00-06),1 stop,Economy,7,3.8,6401
GoFirst,Delhi,Goa,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,10,2.6,6706
GoFirst,Ahmedabad,Mumbai,Evening (18-21),Night (21-00),1 stop,Economy,29,2.7,5021
SpiceJet,Bangalore,Ahmedabad,Evening (18-21),Night (21-00),1 stop,Economy,30,3.1,5269
IndiGo,Kolkata,Jaipur,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,19,3.0,5040
IndiGo,Jaipur,Bangalore,Night (21-00),Early Morning (00-06),1 stop,Economy,84,4.1,6132
AirAsia India,Pune,Jaipur,Evening (18-21),Night (21-00),1 stop,Economy,54,3.0,5220
IndiGo,Chennai,Ahmedabad,Evening (18-21),Evening (18-21),non-stop,Economy,37,1.5,5910
Air India,Bangalore,Mumbai,Evening (18-21),Night (21-00),2+ stops,Economy,22,4.6,6642
AirAsia India,Pune,Delhi,Afternoon (12-18),Evening (18-21),1 stop,Economy,68,3.5,5539
Air India,Kolkata,Chennai,Night (21-00),Early Morning (00-06),1 stop,Economy,72,3.5,6709
GoFirst,Ahmedabad,Jaipur,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,25,2.7,4521
Vistara,Kolkata,Delhi,Morning (06-12),Morning (06-12),1 stop,Economy,61,3.6,8695
GoFirst,Pune,Goa,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,57,2.7,4892
AirAsia India,Kolkata,Delhi,Night (21-00),Night (21-00),non-stop,Economy,74,2.1,5002
SpiceJet,Goa,Mumbai,Evening (18-21),Night (21-00),2+ stops,Economy,40,4.3,4501
AirAsia India,Kolkata,Chennai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,33,2.3,4944
Vistara,Jaipur,Bangalore,Evening (18-21),Early Morning (00-06),2+ stops,Economy,87,5.6,8078
GoFirst,Mumbai,Hyderabad,Morning (06-12),Morning (06-12),non-stop,Economy,60,0.9,5497
GoFirst,Mumbai,Delhi,Night (21-00),Early Morning (00-06),non-stop,Economy,18,1.7,5368
Air India,Kolkata,Chennai,Afternoon (12-18),Afternoon (12-18),1 stop,Business,61,3.1,11286
Vistara,Mumbai,Chennai,Night (21-00),Night (21-00),non-stop,Economy,86,1.2,7433
AirAsia India,Jaipur,Bangalore,Morning (06-12),Morning (06-12),1 stop,Economy,56,4.3,7747
SpiceJet,Kolkata,Mumbai,Night (21-00),Night (21-00),non-stop,Economy,7,1.3,5652
SpiceJet,Chennai,Mumbai,Morning (06-12),Morning (06-12),non-stop,Economy,80,1.4,5606
IndiGo,Kolkata,Mumbai,Morning (06-12),Afternoon (12-18),2+ stops,Economy,8,4.6,5782
SpiceJet,Delhi,Bangalore,Night (21-00),Early Morning (00-06),1 stop,Economy,4,2.7,4720
Air India,Goa,Delhi,Evening (18-21),Night (21-00),1 stop,Economy,35,4.1,8357
GoFirst,Delhi,Goa,Afternoon (12-18),Evening (18-21),1 stop,Economy,35,4.3,7151
IndiGo,Chennai,Hyderabad,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,55,2.4,5013
IndiGo,Bangalore,Jaipur,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,80,4.2,5996
SpiceJet,Delhi,Ahmedabad,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,26,3.3,4333
Vistara,Kolkata,Hyderabad,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,27,2.0,8787
Vistara,Hyderabad,Kolkata,Night (21-00),Early Morning (00-06),2+ stops,Economy,33,5.1,7194
GoFirst,Kolkata,Jaipur,Morning (06-12),Morning (06-12),1 stop,Economy,17,2.7,5609
AirAsia India,Goa,Pune,Afternoon (12-18),Afternoon (12-18),non-stop,Business,7,1.5,10506
AirAsia India,Bangalore,Pune,Morning (06-12),Afternoon (12-18),2+ stops,Business,43,4.0,7456
Vistara,Chennai,Ahmedabad,Night (21-00),Early Morning (00-06),1 stop,Economy,83,2.7,6938
SpiceJet,Goa,Pune,Night (21-00),Night (21-00),non-stop,Economy,41,1.6,5212
GoFirst,Bangalore,Jaipur,Evening (18-21),Night (21-00),1 stop,Economy,35,4.4,6662
IndiGo,Kolkata,Chennai,Evening (18-21),Night (21-00),1 stop,Economy,66,3.3,5712
Vistara,Pune,Goa,Morning (06-12),Morning (06-12),non-stop,Economy,11,1.0,8701
Vistara,Mumbai,Jaipur,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,13,1.5,7400
Air India,Kolkata,Pune,Morning (06-12),Morning (06-12),1 stop,Economy,23,3.9,9011
GoFirst,Jaipur,Hyderabad,Afternoon (12-18),Afternoon (12-18),non-stop,Business,61,1.8,9978
SpiceJet,Mumbai,Hyderabad,Morning (06-12),Morning (06-12),1 stop,Business,21,2.9,9754
AirAsia India,Goa,Pune,Early Morning (00-06),Early Morning (00-06),1 stop,Business,26,2.8,7131
AirAsia India,Chennai,Bangalore,Early Morning (00-06),Early Morning (00-06),2+ stops,Economy,83,3.7,3464
IndiGo,Bangalore,Pune,Evening (18-21),Night (21-00),1 stop,Economy,39,2.4,5246
AirAsia India,Chennai,Kolkata,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,16,2.4,4812
Air India,Mumbai,Delhi,Morning (06-12),Morning (06-12),non-stop,Economy,41,2.1,8540
Air India,Goa,Jaipur,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,36,1.4,7364
SpiceJet,Delhi,Ahmedabad,Morning (06-12),Morning (06-12),non-stop,Economy,77,1.8,5382
AirAsia India,Goa,Ahmedabad,Night (21-00),Early Morning (00-06),2+ stops,Economy,60,5.0,3978
SpiceJet,Goa,Jaipur,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,57,3.3,5082
GoFirst,Mumbai,Pune,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,68,0.8,3408
Vistara,Bangalore,Pune,Early Morning (00-06),Early Morning (00-06),1 stop,Business,85,2.8,8187
IndiGo,Goa,Jaipur,Night (21-00),Night (21-00),non-stop,Economy,76,1.5,5144
GoFirst,Hyderabad,Pune,Night (21-00),Night (21-00),non-stop,Economy,22,1.0,4263
GoFirst,Goa,Bangalore,Morning (06-12),Morning (06-12),non-stop,Business,70,0.9,7179
IndiGo,Bangalore,Mumbai,Night (21-00),Night (21-00),non-stop,Business,32,1.3,8667
Air India,Mumbai,Chennai,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,19,2.9,6686
IndiGo,Delhi,Ahmedabad,Afternoon (12-18),Afternoon (12-18),non-stop,Business,65,1.5,9082
SpiceJet,Pune,Ahmedabad,Evening (18-21),Night (21-00),2+ stops,Business,51,4.3,7876
SpiceJet,Bangalore,Kolkata,Morning (06-12),Morning (06-12),non-stop,Economy,71,2.5,7580
Vistara,Goa,Kolkata,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,90,2.6,6510
GoFirst,Ahmedabad,Kolkata,Afternoon (12-18),Afternoon (12-18),non-stop,Business,13,1.7,9896
IndiGo,Delhi,Goa,Morning (06-12),Afternoon (12-18),2+ stops,Economy,7,5.3,8277
Vistara,Goa,Bangalore,Morning (06-12),Morning (06-12),2+ stops,Economy,61,3.8,6594
GoFirst,Bangalore,Delhi,Morning (06-12),Morning (06-12),1 stop,Economy,79,3.1,5938
GoFirst,Pune,Goa,Night (21-00),Early Morning (00-06),1 stop,Economy,32,3.0,4760
AirAsia India,Hyderabad,Pune,Morning (06-12),Morning (06-12),non-stop,Economy,56,0.8,4458
AirAsia India,Chennai,Bangalore,Night (21-00),Night (21-00),1 stop,Economy,35,1.7,3876
Air India,Ahmedabad,Delhi,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,31,1.6,6537
Vistara,Bangalore,Ahmedabad,Evening (18-21),Evening (18-21),non-stop,Economy,71,1.2,7810
GoFirst,Jaipur,Hyderabad,Morning (06-12),Morning (06-12),1 stop,Economy,9,3.0,6516
IndiGo,Pune,Bangalore,Morning (06-12),Morning (06-12),1 stop,Economy,61,2.8,5298
Air India,Hyderabad,Jaipur,Night (21-00),Early Morning (00-06),1 stop,Business,40,3.0,10188
GoFirst,Pune,Goa,Night (21-00),Night (21-00),non-stop,Economy,38,1.5,5361
SpiceJet,Mumbai,Bangalore,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,55,1.3,5162
IndiGo,Chennai,Kolkata,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,21,3.4,6311
AirAsia India,Kolkata,Chennai,Night (21-00),Night (21-00),non-stop,Economy,4,2.0,6239
Air India,Chennai,Goa,Morning (06-12),Morning (06-12),1 stop,Economy,80,2.9,6960
AirAsia India,Ahmedabad,Pune,Morning (06-12),Morning (06-12),1 stop,Business,43,2.9,9906
IndiGo,Kolkata,Bangalore,Afternoon (12-18),Evening (18-21),2+ stops,Economy,59,5.7,6508
IndiGo,Hyderabad,Pune,Night (21-00),Night (21-00),1 stop,Economy,38,2.2,4364
GoFirst,Hyderabad,Goa,Morning (06-12),Morning (06-12),1 stop,Economy,42,2.9,5316
SpiceJet,Mumbai,Jaipur,Afternoon (12-18),Afternoon (12-18),non-stop,Business,31,1.5,9284
GoFirst,Jaipur,Bangalore,Night (21-00),Early Morning (00-06),non-stop,Business,9,2.7,13289
SpiceJet,Ahmedabad,Chennai,Night (21-00),Night (21-00),non-stop,Business,90,1.6,7669
AirAsia India,Pune,Chennai,Night (21-00),Night (21-00),non-stop,Economy,59,1.7,5072
SpiceJet,Pune,Hyderabad,Evening (18-21),Evening (18-21),non-stop,Economy,41,0.8,4412
AirAsia India,Goa,Kolkata,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,5,2.4,5343
GoFirst,Bangalore,Chennai,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,27,2.1,3696
IndiGo,Goa,Delhi,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,88,4.5,5963
GoFirst,Jaipur,Ahmedabad,Early Morning (00-06),Early Morning (00-06),non-stop,Business,16,1.0,6187
IndiGo,Kolkata,Ahmedabad,Afternoon (12-18),Evening (18-21),2+ stops,Economy,27,4.5,5172
IndiGo,Mumbai,Chennai,Night (21-00),Early Morning (00-06),2+ stops,Economy,90,4.7,4675
GoFirst,Kolkata,Goa,Evening (18-21),Night (21-00),1 stop,Economy,71,2.9,5027
GoFirst,Delhi,Chennai,Morning (06-12),Afternoon (12-18),2+ stops,Economy,7,4.9,5921
Air India,Kolkata,Pune,Night (21-00),Early Morning (00-06),non-stop,Economy,24,2.2,7737
Air India,Ahmedabad,Pune,Morning (06-12),Morning (06-12),non-stop,Economy,57,1.1,7708
GoFirst,Bangalore,Ahmedabad,Night (21-00),Early Morning (00-06),1 stop,Economy,8,3.2,4897
GoFirst,Ahmedabad,Goa,Night (21-00),Night (21-00),non-stop,Economy,37,1.2,5382
GoFirst,Hyderabad,Kolkata,Evening (18-21),Night (21-00),1 stop,Economy,20,3.8,6255
SpiceJet,Ahmedabad,Pune,Evening (18-21),Night (21-00),1 stop,Economy,46,2.8,5066
AirAsia India,Goa,Hyderabad,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,52,1.5,5321
Vistara,Pune,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,80,2.9,7915
Air India,Bangalore,Mumbai,Night (21-00),Night (21-00),non-stop,Economy,69,1.2,6488
Air India,Bangalore,Hyderabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,17,1.0,5865
IndiGo,Jaipur,Chennai,Afternoon (12-18),Evening (18-21),1 stop,Economy,4,4.5,8334
GoFirst,Chennai,Delhi,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,26,1.8,4844
AirAsia India,Goa,Ahmedabad,Evening (18-21),Night (21-00),1 stop,Economy,56,3.2,5159
GoFirst,Chennai,Delhi,Morning (06-12),Morning (06-12),non-stop,Economy,72,1.9,5794
GoFirst,Delhi,Goa,Afternoon (12-18),Evening (18-21),1 stop,Economy,34,4.1,7216
Air India,Pune,Jaipur,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,33,3.0,6897
SpiceJet,Bangalore,Hyderabad,Morning (06-12),Morning (06-12),1 stop,Business,90,2.3,6859
GoFirst,Hyderabad,Goa,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,48,3.0,4549
Vistara,Chennai,Bangalore,Morning (06-12),Morning (06-12),non-stop,Economy,34,0.8,5858
Vistara,Pune,Mumbai,Afternoon (12-18),Evening (18-21),2+ stops,Economy,53,3.8,5725
Air India,Bangalore,Pune,Night (21-00),Night (21-00),non-stop,Economy,46,1.8,6680
SpiceJet,Pune,Ahmedabad,Morning (06-12),Morning (06-12),1 stop,Economy,19,2.8,5668
IndiGo,Kolkata,Mumbai,Evening (18-21),Evening (18-21),non-stop,Economy,39,1.4,5810
IndiGo,Mumbai,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,72,0.8,3510
Vistara,Jaipur,Kolkata,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,77,2.9,7050
AirAsia India,Ahmedabad,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,48,3.1,5340
IndiGo,Chennai,Goa,Evening (18-21),Evening (18-21),non-stop,Economy,31,1.3,5878
Vistara,Bangalore,Goa,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,60,0.8,6244
Air India,Ahmedabad,Hyderabad,Early Morning (00-06),Morning (06-12),2+ stops,Economy,43,4.5,6267
Vistara,Bangalore,Ahmedabad,Morning (06-12),Morning (06-12),1 stop,Economy,52,2.9,8197
IndiGo,Bangalore,Mumbai,Evening (18-21),Evening (18-21),non-stop,Economy,78,1.3,6025
SpiceJet,Hyderabad,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,21,0.8,4219
Vistara,Goa,Kolkata,Night (21-00),Early Morning (00-06),1 stop,Economy,46,3.1,7021
SpiceJet,Kolkata,Pune,Evening (18-21),Night (21-00),1 stop,Economy,16,3.7,6574
Air India,Hyderabad,Chennai,Morning (06-12),Morning (06-12),non-stop,Economy,47,0.8,6051
SpiceJet,Chennai,Bangalore,Morning (06-12),Morning (06-12),2+ stops,Economy,52,2.7,3881
Air India,Bangalore,Jaipur,Evening (18-21),Night (21-00),non-stop,Economy,72,2.7,8975
GoFirst,Jaipur,Ahmedabad,Morning (06-12),Morning (06-12),non-stop,Economy,80,0.8,5121
Vistara,Chennai,Hyderabad,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,70,0.8,6872
SpiceJet,Kolkata,Jaipur,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,56,2.9,4907
GoFirst,Pune,Ahmedabad,Night (21-00),Early Morning (00-06),1 stop,Business,49,2.7,7315
Vistara,Jaipur,Mumbai,Evening (18-21),Night (21-00),1 stop,Business,18,2.9,10688
